State,Year,e_price,CO2_annual,Fuels_ratio,coal_ratio,natural_gas_ratio,crude_oil_ratio,state_code,cdd,hdd,Description,cdd_hdd_sum,CO2_log
LA,2004,7.13,235833764,0.854980709942682,0.0205953305981333,0.6418324537822028,0.1925529255623459,16,225.91666666666663,137.25,Louisiana,363.1666666666666,19.278637724960298
OK,2004,6.5,190550464,0.9731755538304336,0.0180892871653806,0.7946958838551059,0.160390382809947,34,138.58333333333334,278.5833333333333,Oklahoma,417.1666666666666,19.065427620337594
TX,2004,7.95,1037660408,0.9407601086403024,0.0625179708493576,0.6295041787377811,0.2487379590531638,41,222.66666666666663,147.83333333333334,Texas,370.5,20.760234408238695
AZ,2004,7.45,211599948,0.4268046696132326,0.4258098975231705,0.0005157510682321,0.0004790210218298,2,244.75,167.41666666666666,Arizona,412.1666666666666,19.170208012201698
CO,2004,6.95,164721780,0.9897471489691024,0.4056878248934057,0.5244258695461713,0.0596334545295251,5,13.25,580.0833333333334,Colorado,593.3333333333334,18.91976842684203
ID,2004,4.97,5234940,0.0,0.0,0.0,0.0,10,37.583333333333336,561.3333333333334,Idaho,598.9166666666667,15.47086594090304
MT,2004,6.4,78501112,0.9048403396637488,0.6764494676113854,0.0939915740291102,0.1343992980232529,24,10.75,692.6666666666666,Montana,703.4166666666666,18.1786233482574
NV,2004,8.56,100834764,0.0726810948096511,0.0,0.0001350949717651,0.072545999837886,26,175.5,290.5,Nevada,466.0,18.428993735096157
NM,2004,7.1,127144344,0.9954780117634068,0.1874355868917008,0.670750459261564,0.1372919656101418,29,67.66666666666667,384.4166666666667,New Mexico,452.08333333333337,18.66083356594879
UT,2004,5.69,142088700,0.9880306980584664,0.5544042212658142,0.3369004462190149,0.0967260305736374,42,36.083333333333336,589.8333333333334,Utah,625.9166666666667,18.77196206844157
WY,2004,4.98,187133384,0.998395684063354,0.7679200389552896,0.1969919687504064,0.0334836763576582,48,12.5,669.4166666666666,Wyoming,681.9166666666666,19.047332203975603
CA,2004,11.35,240678340,0.6332936254990175,0.0,0.129145297010619,0.5041483284883984,4,71.41666666666667,237.33333333333331,California,308.75,19.298971911167826
OR,2004,6.21,37009428,0.0012282651598562,0.0,0.0012282651598562,0.0,35,21.75,418.1666666666667,Oregon,439.9166666666667,17.426683248960547
WA,2004,5.8,60738188,0.0898454236841237,0.0898454236841237,0.0,0.0,45,19.916666666666668,436.5,Washington,456.4166666666667,17.92208318506577
CT,2005,12.06,46644780,0.0,0.0,0.0,0.0,6,62.583333333333336,514.8333333333334,Connecticut,577.4166666666667,17.65807158189057
ME,2005,10.57,28448504,0.0,0.0,0.0,0.0,17,22.33333333333333,653.5833333333334,Maine,675.9166666666667,17.163606133674264
MA,2005,12.18,108250100,0.0,0.0,0.0,0.0,19,52.75,534.5833333333334,Massachusetts,587.3333333333334,18.499954848633976
NH,2005,12.53,32961952,0.0,0.0,0.0,0.0,27,33.583333333333336,633.0833333333334,New Hampshire,666.6666666666667,17.310864484552887
RI,2005,11.97,10464044,0.0,0.0,0.0,0.0,37,56.75,507.6666666666667,Rhode Island,564.4166666666667,16.163455557563243
VT,2005,10.95,54852,0.0,0.0,0.0,0.0,43,29.83333333333333,673.25,Vermont,703.0833333333334,10.912393928119744
NJ,2005,10.89,85168440,0.0,0.0,0.0,0.0,28,87.41666666666667,450.0833333333333,New Jersey,537.5,18.26014150064096
NY,2005,13.95,244100688,0.0666481183459823,0.0,0.0652950914678494,0.0013530268781329,30,69.0,518.5,New York,587.5,19.313091353876217
PA,2005,8.27,512491224,0.6664037308480774,0.5957037596364001,0.0654135903855152,0.0052863808261618,36,74.16666666666667,489.4166666666667,Pennsylvania,563.5833333333334,20.054794144927783
IL,2005,6.95,409516940,0.4144689193609471,0.3831625754478411,0.0001232553962423,0.0311830885168636,11,92.33333333333331,494.25,Illinois,586.5833333333334,19.830488827923155
IN,2005,5.88,494649660,0.9303168916925946,0.9146078935099288,0.0037952311629986,0.0119137670196671,12,88.5,468.0833333333333,Indiana,556.5833333333333,20.019360312378573
MI,2005,7.23,319425480,0.3976333345122125,0.0,0.3540711283314798,0.0435622061807326,20,64.83333333333333,566.0833333333334,Michigan,630.9166666666667,19.582034565140695
OH,2005,7.08,533666180,0.7765847921956435,0.648325003340906,0.0931765334758786,0.0350832553788587,33,81.0,487.3333333333333,Ohio,568.3333333333333,20.095281070362418
WI,2005,7.48,219207040,0.0,0.0,0.0,0.0,47,56.5,609.9166666666666,Wisconsin,666.4166666666666,19.20552722931072
IA,2005,6.69,163474764,0.0,0.0,0.0,0.0,13,79.66666666666667,544.3333333333334,Iowa,624.0,18.912169187764754
KS,2005,6.55,153085984,0.8366973498921977,0.0052442591605472,0.5728918873763853,0.258561203355265,14,127.16666666666669,390.75,Kansas,517.9166666666666,18.8465103084293
MN,2005,6.61,158062760,0.0,0.0,0.0,0.0,21,46.16666666666666,677.25,Minnesota,723.4166666666666,18.878502727312046
MO,2005,6.13,324651452,0.089798016206763,0.0864672193519964,0.0,0.0033307968547665,23,118.5,398.5,Missouri,517.0,19.598262709417625
NE,2005,5.87,88257760,0.0750552423230511,0.0,0.0058611361587015,0.0691941061643496,25,96.16666666666669,493.6666666666667,Nebraska,589.8333333333334,18.29577218192322
ND,2005,5.92,132554860,0.966123484243077,0.568323430967189,0.0982462388381223,0.2995538144377656,32,37.66666666666666,724.0,North Dakota,761.6666666666666,18.70250715543643
SD,2005,6.6,13419052,0.0883588825772313,0.0,0.0097171426348144,0.0786417399424169,39,67.75,596.5,South Dakota,664.25,16.412186046178054
DE,2005,7.76,27513396,0.0,0.0,0.0,0.0,7,106.08333333333331,395.5,Delaware,501.5833333333333,17.130183571301554
FL,2005,8.76,526173480,0.0370332822460894,0.0,0.0072297395345693,0.02980354271152,8,284.4166666666667,58.833333333333336,Florida,343.25,20.08114152621259
GA,2005,7.43,361525584,0.0,0.0,0.0,0.0,9,141.08333333333334,239.08333333333331,Georgia,380.1666666666667,19.705843368843123
MD,2005,8.13,134774452,0.391343555534967,0.3911953181698862,0.0001482373650808,0.0,18,106.0,396.6666666666667,Maryland,502.6666666666667,18.719113213257753
NC,2005,7.19,306991936,0.0,0.0,0.0,0.0,31,127.58333333333331,288.4166666666667,North Carolina,416.0,19.542332038105506
SC,2005,6.72,165270276,0.0,0.0,0.0,0.0,38,161.41666666666666,223.66666666666663,South Carolina,385.0833333333333,18.92309272811017
VA,2005,6.64,192864448,0.6590017150003462,0.5837983387716361,0.0750803524509025,0.0001230237778076,44,103.25,367.75,Virginia,471.0,19.077498158142582
WV,2005,5.15,343055876,0.993151607172513,0.9303182677554798,0.0604553782365183,0.0023779611805149,46,79.58333333333333,432.0,West Virginia,511.5833333333333,19.65340389565292
AL,2005,6.46,339409984,0.5935522236191613,0.345224998934538,0.217965553614047,0.0303616710705762,1,158.75,224.25,Alabama,383.0,19.6427193269493
KY,2005,5.01,365434508,0.978617889658824,0.9429133989337164,0.0310427100028694,0.0046617807222383,15,113.0,365.5,Kentucky,478.5,19.716597636420094
MS,2005,7.54,101491104,0.5632133359008655,0.0942813425417527,0.201862675195037,0.2670693181640757,22,180.58333333333331,195.33333333333331,Mississippi,375.9166666666667,18.435481707284843
TN,2005,6.31,242535632,0.158683339896148,0.1510361273750335,0.0041897745213132,0.0034574379998012,40,123.41666666666669,309.75,Tennessee,433.1666666666667,19.30665919363024
AR,2005,6.3,107098380,0.4731239110487953,0.000138148602534,0.3991381176737424,0.0738476447725187,3,158.5,265.0,Arkansas,423.5,18.489258409253157
LA,2005,8.03,230640824,0.8646881590322764,0.0264403534432529,0.6508381472588555,0.1874096583301679,16,227.66666666666663,131.33333333333334,Louisiana,359.0,19.2563721839554
OK,2005,6.85,208609668,0.9731104440860866,0.0173905875812333,0.7999306375818034,0.1557892189230498,34,161.75,279.8333333333333,Oklahoma,441.5833333333333,19.155975446532697
TX,2005,9.14,1045328616,0.9427428462792168,0.0634719749595528,0.6366109759972923,0.2426598953223716,41,235.66666666666663,142.25,Texas,377.9166666666666,20.76759713800118
AZ,2005,7.79,208013524,0.4315705141306213,0.4307055909354741,0.0003907687025334,0.0004741544926138,2,250.33333333333331,155.0,Arizona,405.33333333333337,19.153113654782704
CO,2005,7.64,165589032,0.9853052230324356,0.3818325277484597,0.5434527981024165,0.0600198971815593,5,27.5,569.3333333333334,Colorado,596.8333333333334,18.925019565837946
ID,2005,5.12,5380252,0.0,0.0,0.0,0.0,10,36.25,584.0,Idaho,620.25,15.498245771189701
MT,2005,6.72,79498360,0.900446288209607,0.6347991266375546,0.099564192139738,0.1660829694323144,24,14.083333333333334,704.5833333333334,Montana,718.6666666666667,18.191246950480963
NV,2005,9.02,104794824,0.0700703940448256,0.0,0.0001348544920031,0.0699355395528225,26,167.33333333333334,288.5,Nevada,455.83333333333337,18.467514939318548
NM,2005,7.51,133095520,0.9912246063961784,0.1957873881244875,0.66651717724596,0.1289200410257307,29,82.91666666666667,361.5833333333333,New Mexico,444.5,18.706577623895786
UT,2005,5.92,145296064,0.9861989369286956,0.562083992977766,0.3260399731848833,0.0980749707660462,42,38.91666666666666,575.6666666666666,Utah,614.5833333333333,18.794284039391773
WY,2005,5.16,184813376,0.9979122767198804,0.7671023111167741,0.1979980148871443,0.0328119507159617,48,22.0,663.6666666666666,Wyoming,685.6666666666666,19.034857095504865
CA,2005,11.63,219995200,0.6016723585825082,0.0,0.126188545735977,0.4754838128465312,4,67.75,235.0,California,302.75,19.209116285896798
OR,2005,6.34,36213276,0.0012838308635134,0.0,0.0012838308635134,0.0,35,18.5,438.4166666666667,Oregon,456.9166666666667,17.404936349894694
WA,2005,5.87,60459412,0.0846807560587936,0.0846807560587936,0.0,0.0,45,13.75,457.8333333333333,Washington,471.5833333333333,17.91748282182999
CT,2006,14.83,44674012,0.0,0.0,0.0,0.0,6,49.91666666666666,451.3333333333333,Connecticut,501.25,17.614902503488217
ME,2006,11.8,22709136,0.0,0.0,0.0,0.0,17,21.83333333333333,585.6666666666666,Maine,607.5,16.93827786844388
MA,2006,15.45,95643592,0.0,0.0,0.0,0.0,19,42.66666666666666,471.4166666666667,Massachusetts,514.0833333333334,18.376139257356453
NH,2006,13.84,28518780,0.0,0.0,0.0,0.0,27,26.58333333333333,572.0,New Hampshire,598.5833333333334,17.16607337559681
RI,2006,13.98,10104452,0.0,0.0,0.0,0.0,37,46.91666666666666,443.3333333333333,Rhode Island,490.25,16.128486676770407
VT,2006,11.37,41064,0.0,0.0,0.0,0.0,43,20.416666666666668,612.9166666666666,Vermont,633.3333333333333,10.622887104240139
NJ,2006,11.88,80145128,0.0,0.0,0.0,0.0,28,71.0,385.4166666666667,New Jersey,456.4166666666667,18.19934964914609
NY,2006,15.27,205711544,0.0671446937062809,0.0,0.0650836433449139,0.002061050361367,30,52.083333333333336,455.25,New York,507.3333333333333,19.141985473612415
PA,2006,8.68,509065228,0.6661145281327165,0.5917040188634044,0.06879842969409,0.005612079575222,36,58.333333333333336,432.5,Pennsylvania,490.8333333333333,20.04808671561675
IL,2006,7.07,404297696,0.417195033920709,0.3858862143280491,0.0001229124415514,0.0311859071511083,11,72.5,461.25,Illinois,533.75,19.817662035856202
IN,2006,6.46,494106632,0.942090069762024,0.9264157882848524,0.0035135272573318,0.0121607542198396,12,69.83333333333333,428.9166666666667,Indiana,498.75,20.01826190611003
MI,2006,8.14,306870128,0.4211125645438898,0.0,0.3744013769363167,0.0467111876075731,20,48.583333333333336,513.25,Michigan,561.8333333333334,19.54193518021595
OH,2006,7.71,522272784,0.745716764021257,0.6126037594975625,0.0984759980675479,0.0346370064561465,33,61.333333333333336,435.75,Ohio,497.0833333333333,20.07370058406494
WI,2006,8.13,195988632,0.0,0.0,0.0,0.0,47,46.583333333333336,573.3333333333334,Wisconsin,619.9166666666667,19.093567215512728
IA,2006,7.01,164981104,0.0,0.0,0.0,0.0,13,70.75,507.75,Iowa,578.5,18.921341504094677
KS,2006,6.89,144935912,0.8235981263372978,0.0123253079399348,0.5454208994352024,0.2658519189621605,14,131.5,355.25,Kansas,486.75,18.791802216473258
MN,2006,6.98,152732328,0.0,0.0,0.0,0.0,21,48.16666666666666,637.5833333333334,Minnesota,685.75,18.844197457015415
MO,2006,6.3,321686972,0.0566462705056496,0.0534867424953389,0.0,0.0031595280103106,23,110.83333333333331,370.5,Missouri,481.3333333333333,19.589089494031427
NE,2006,6.07,87568752,0.0691204611495664,0.0,0.0057360202225424,0.063384440927024,25,90.66666666666669,470.5833333333333,Nebraska,561.25,18.287934779940876
ND,2006,6.21,126214664,0.9639987413015936,0.5485841023078898,0.0984931503068077,0.316921488686896,32,50.41666666666666,689.8333333333334,North Dakota,740.25,18.653494697834567
SD,2006,6.7,14337004,0.072888156885541,0.0,0.0077990650810182,0.0650890918045228,39,69.75,576.4166666666666,South Dakota,646.1666666666666,16.478354445226763
DE,2006,10.13,23796888,0.0,0.0,0.0,0.0,7,94.08333333333331,333.8333333333333,Delaware,427.9166666666666,16.98506537378983
FL,2006,10.45,510729584,0.0323119117395497,0.0,0.00658118581652,0.0257307259230296,8,289.9166666666667,50.583333333333336,Florida,340.5,20.05135081827375
GA,2006,7.63,364080260,0.0,0.0,0.0,0.0,9,145.41666666666666,221.41666666666663,Georgia,366.8333333333333,19.712884895801167
MD,2006,9.95,123344308,0.3915613436493825,0.3914011565508514,0.000160187098531,0.0,18,95.25,341.75,Maryland,437.0,18.630490254759398
NC,2006,7.53,295855240,0.0,0.0,0.0,0.0,31,113.66666666666669,261.25,North Carolina,374.9166666666667,19.505380838608342
SC,2006,6.98,165183508,0.0,0.0,0.0,0.0,38,154.58333333333334,199.0,South Carolina,353.58333333333337,18.92256758355928
VA,2006,6.86,170092248,0.6822141524011183,0.5990852066042252,0.0830517644894261,7.718130746694068e-05,44,90.66666666666669,328.5833333333333,Virginia,419.25,18.95185148313536
WV,2006,5.04,344217200,0.9931159978831944,0.9259283612753144,0.0647496083349345,0.0024380282729451,46,60.25,401.5833333333333,West Virginia,461.8333333333333,19.65678341144033
AL,2006,7.07,344613900,0.5757337357340473,0.3137196030848518,0.2310508989223129,0.0309632337268825,1,169.75,211.16666666666663,Alabama,380.9166666666666,19.657935217866775
KY,2006,5.43,376950128,0.9803668723026988,0.944282862038204,0.0318133259071506,0.0042706843573441,15,94.91666666666669,344.25,Kentucky,439.1666666666667,19.747623450189508
MS,2006,8.33,104140336,0.5657916335214718,0.0980946247963938,0.2134828339457302,0.2542141747793477,22,188.83333333333331,186.41666666666663,Mississippi,375.25,18.461249932119788
TN,2006,6.97,248600556,0.1590265690859144,0.1508943737286891,0.0057961289240254,0.0023360664331998,40,116.91666666666669,297.1666666666667,Tennessee,414.08333333333337,19.33135797356292
AR,2006,6.99,115725020,0.546925854065013,0.0008995204300962,0.485887465810379,0.0601388678245377,3,152.25,254.25,Arkansas,406.5,18.5667274177051
LA,2006,8.3,218601888,0.8637258447334389,0.0241644017658875,0.660221622168769,0.1793398207987823,16,232.0,123.83333333333331,Louisiana,355.8333333333333,19.20276277044892
OK,2006,7.3,211729444,0.9785522959591376,0.0183480686411766,0.8014213232583463,0.1587829040596146,34,179.58333333333334,251.5,Oklahoma,431.08333333333337,19.170819810042747
TX,2006,10.34,1040855608,0.9397311976936542,0.0611598773249282,0.6439888916013989,0.234582428767327,41,250.0,126.66666666666669,Texas,376.6666666666667,20.763308911867544
AZ,2006,8.24,216046976,0.3523943733545462,0.3505532242586052,0.0012176601770395,0.0006234889189014,2,256.9166666666667,159.08333333333334,Arizona,416.0,19.19100642348425
CO,2006,7.61,169705752,0.9801386337173104,0.3520287141755488,0.5660214132949429,0.0620885062468187,5,31.166666666666668,576.9166666666666,Colorado,608.0833333333333,18.949576624739045
ID,2006,4.92,3526516,0.0,0.0,0.0,0.0,10,48.16666666666666,566.4166666666666,Idaho,614.5833333333333,15.0758209726965
MT,2006,6.91,77615088,0.8985245932939682,0.626727831335603,0.0970482734346269,0.1747484885237382,24,23.25,675.5,Montana,698.75,18.167272399243494
NV,2006,9.63,67001672,0.0606446556284902,0.0,0.0001224649750171,0.0605221906534731,26,185.25,297.3333333333333,Nevada,482.5833333333333,18.020228132267743
NM,2006,7.37,134338608,0.9888687447535176,0.1837556783228227,0.6744919435243634,0.1306211229063315,29,81.58333333333333,363.8333333333333,New Mexico,445.4166666666666,18.715874095980663
UT,2006,5.99,147413268,0.987805272312278,0.5480524183007743,0.3437089818113632,0.0960438722001405,42,48.0,583.5,Utah,631.5,18.808750547237054
WY,2006,5.27,183934616,0.998075815571019,0.7695930338001011,0.1979327744528125,0.0305500073181053,48,31.75,664.9166666666666,Wyoming,696.6666666666666,19.03009090459617
CA,2006,12.82,238928332,0.5873935496401789,0.0,0.1255717935644928,0.461821756075686,4,84.16666666666667,251.75,California,335.9166666666667,19.291674198818168
OR,2006,6.53,28608860,0.0014781471736488,0.0,0.0014781471736488,0.0,35,20.0,439.3333333333333,Oregon,459.3333333333333,17.16922701802479
WA,2006,6.14,41971488,0.0377797500989809,0.0377797500989809,0.0,0.0,45,15.583333333333334,462.8333333333333,Washington,478.4166666666666,17.55250108857694
CT,2007,16.45,41853640,0.0,0.0,0.0,0.0,6,47.0,495.4166666666667,Connecticut,542.4166666666667,17.549689328417333
ME,2007,14.59,22430920,0.0,0.0,0.0,0.0,17,15.0,669.1666666666666,Maine,684.1666666666666,16.925950922151003
MA,2007,15.16,103038316,0.0,0.0,0.0,0.0,19,40.333333333333336,522.0,Massachusetts,562.3333333333334,18.450611477019066
NH,2007,13.98,27647588,0.0,0.0,0.0,0.0,27,20.33333333333333,639.25,New Hampshire,659.5833333333334,17.13504904885452
RI,2007,13.12,11845292,0.0,0.0,0.0,0.0,37,46.333333333333336,489.0833333333333,Rhode Island,535.4166666666666,16.287441047022966
VT,2007,12.04,40296,0.0,0.0,0.0,0.0,43,14.666666666666666,691.25,Vermont,705.9166666666666,10.604007487425486
NJ,2007,13.01,83085528,0.0,0.0,0.0,0.0,28,72.33333333333333,429.5,New Jersey,501.8333333333333,18.235381093034974
NY,2007,15.22,214997180,0.0673303943630796,0.0,0.0647964547902755,0.002533939572804,30,49.333333333333336,505.25,New York,554.5833333333334,19.18613546972685
PA,2007,9.08,517187076,0.6576694789170711,0.5805742181295067,0.0710658138187317,0.0060294469688325,36,61.583333333333336,471.75,Pennsylvania,533.3333333333334,20.06391521615069
IL,2007,8.46,425196064,0.4073274424302704,0.3784131961080417,0.0007474816086168,0.0281667647136119,11,87.66666666666667,495.0,Illinois,582.6666666666666,19.868060947568903
IN,2007,6.5,493152256,0.9166613933335096,0.9008966200427312,0.0042397598581607,0.0115250134326177,12,92.16666666666669,454.9166666666667,Indiana,547.0833333333334,20.016328520026832
MI,2007,8.53,320912108,0.3990013494227037,0.0,0.355950746719451,0.0430506027032527,20,54.75,546.1666666666666,Michigan,600.9166666666666,19.586677836748766
OH,2007,7.91,527881484,0.7485238962945927,0.6144417121476148,0.1010229896241519,0.0330591945228259,33,75.25,462.5,Ohio,537.75,20.08438235435393
WI,2007,8.48,198365556,0.0,0.0,0.0,0.0,47,49.25,608.4166666666666,Wisconsin,657.6666666666666,19.105622128872316
IA,2007,6.83,178314808,0.0,0.0,0.0,0.0,13,81.75,562.0,Iowa,643.75,18.9990611304224
KS,2007,6.84,158309656,0.8004980874750389,0.011725704385839,0.5215703605216573,0.2672020225675427,14,132.08333333333334,407.4166666666667,Kansas,539.5,18.880063521095796
MN,2007,7.44,153282568,0.0,0.0,0.0,0.0,21,46.0,691.5,Minnesota,737.5,18.84779362569993
MO,2007,6.56,313638988,0.0339499070714222,0.0312122016697642,0.0,0.0027377054016579,23,124.75,403.75,Missouri,528.5,19.56375316269253
NE,2007,6.28,83980616,0.0579771249846682,0.0,0.0060675518214154,0.0519095731632527,25,97.91666666666669,520.9166666666666,Nebraska,618.8333333333333,18.246096568273202
ND,2007,6.42,129123512,0.942549540443337,0.5028560682635576,0.1004521128636687,0.3392413593161107,32,43.75,749.3333333333334,North Dakota,793.0833333333334,18.67627996162035
SD,2007,6.89,12274768,0.0842924311745056,0.0,0.0078996944607152,0.0763927367137904,39,71.41666666666667,618.4166666666666,South Dakota,689.8333333333333,16.32305633126258
DE,2007,11.35,29196264,0.0,0.0,0.0,0.0,7,101.75,373.0833333333333,Delaware,474.8333333333333,17.189551313847346
FL,2007,10.33,515287416,0.0275229715377045,0.0,0.004035974938369,0.0234869965993354,8,302.5,46.583333333333336,Florida,349.0833333333333,20.06023539227447
GA,2007,7.86,385745592,0.0,0.0,0.0,0.0,9,155.41666666666666,219.0,Georgia,374.4166666666666,19.77068862205217
MD,2007,11.5,126045400,0.2193657836356518,0.2192189742920527,0.0001468093435991,0.0,18,105.33333333333331,377.4166666666667,Maryland,482.75,18.65215271747732
NC,2007,7.83,317666196,0.0,0.0,0.0,0.0,31,135.5,259.6666666666667,North Carolina,395.1666666666667,19.576511691312334
SC,2007,7.18,170282032,0.0,0.0,0.0,0.0,38,172.41666666666666,195.83333333333331,South Carolina,368.25,18.952966632139375
VA,2007,7.12,188873400,0.6566829816556271,0.557986225354292,0.0986032363020832,9.351999925184e-05,44,103.41666666666669,341.1666666666667,Virginia,444.58333333333337,19.05658750731018
WV,2007,5.34,349069812,0.9937375392697244,0.9277386534409964,0.0632185111254694,0.0027803747032586,46,77.41666666666667,408.75,West Virginia,486.1666666666667,19.670782494546447
AL,2007,7.57,353588972,0.5816652301474344,0.3332790937778229,0.2188324473811176,0.0295536889884938,1,180.91666666666663,210.08333333333331,Alabama,391.0,19.68364570045861
KY,2007,5.84,373458652,0.9815280087875856,0.943411034725084,0.0330391549994171,0.0050778190630844,15,126.33333333333331,345.6666666666667,Kentucky,472.0,19.738317852259055
MS,2007,8.03,112018088,0.6048137337238095,0.0870124963603418,0.2292804185185809,0.2885208188448868,22,192.83333333333331,185.25,Mississippi,378.08333333333337,18.534170916219647
TN,2007,7.07,246400096,0.1496210230848985,0.1379308940025706,0.0083352514732332,0.0033548776090946,40,144.91666666666666,291.4166666666667,Tennessee,436.33333333333337,19.322467179233954
AR,2007,6.96,121265580,0.5223441807301822,0.0031315134808041,0.4604148456935386,0.0587978215558394,3,158.41666666666666,268.8333333333333,Arkansas,427.25,18.613493574372473
LA,2007,8.39,219345204,0.8624359336585496,0.0178916252703817,0.6582153280117389,0.186328980376429,16,223.33333333333331,129.75,Louisiana,353.08333333333337,19.20615732073751
OK,2007,7.29,208275736,0.9696994288058508,0.0142095096261322,0.8067168223548271,0.1487730968248913,34,159.25,295.0833333333333,Oklahoma,454.3333333333333,19.154373413608464
TX,2007,10.11,1031077960,0.9391394716881204,0.0538473291542245,0.6650071376444201,0.2202850048894757,41,216.25,154.58333333333334,Texas,370.83333333333337,20.75387065502938
AZ,2007,8.54,225821496,0.3243899588327728,0.3226850159826797,0.0012429942432669,0.000461948606826,2,270.75,160.75,Arizona,431.5,19.23525540444008
CO,2007,7.76,174285196,0.9770378996580176,0.3458462537998046,0.5667896231408099,0.0644020227174031,5,33.75,596.3333333333334,Colorado,630.0833333333334,18.97620357286135
ID,2007,5.07,5136476,0.0,0.0,0.0,0.0,10,53.833333333333336,558.8333333333334,Idaho,612.6666666666667,15.451877799185215
MT,2007,7.13,81386276,0.903442637469331,0.6380376097196163,0.0993815356154138,0.1660234921343007,24,27.166666666666668,683.25,Montana,710.4166666666666,18.214717217249675
NV,2007,9.99,67635804,0.0591419306560239,0.0,0.0001247193813918,0.059017211274632,26,196.75,283.0,Nevada,479.75,18.029648045771214
NM,2007,7.44,127819868,0.9870106288926684,0.1805928551322763,0.6703401959268466,0.1360775778335454,29,82.91666666666667,377.4166666666667,New Mexico,460.33333333333337,18.66613254948364
UT,2007,6.41,155623440,0.989792198323004,0.5148647873405494,0.3700892534943585,0.1048381574880961,42,57.75,567.75,Utah,625.5,18.86294980103662
WY,2007,5.29,185925744,0.9982401537891586,0.7537730028910387,0.2143193389924654,0.0301478119056544,48,34.083333333333336,666.25,Wyoming,700.3333333333334,19.040857926159184
CA,2007,12.8,252559316,0.6152053729826967,0.0,0.1311465329404553,0.4840588400422413,4,74.0,240.16666666666663,California,314.16666666666663,19.347156693943
OR,2007,7.02,42651532,0.0010621028125589,0.0,0.0010621028125589,0.0,35,16.416666666666668,457.8333333333333,Oregon,474.25,17.568573751538203
WA,2007,6.37,51308692,0.0,0.0,0.0,0.0,45,13.833333333333334,486.4166666666667,Washington,500.25,17.753370730486417
CT,2008,17.8,37802976,0.0,0.0,0.0,0.0,6,47.583333333333336,492.3333333333333,Connecticut,539.9166666666666,17.44789838764949
ME,2008,13.8,21254160,0.0,0.0,0.0,0.0,17,18.33333333333333,648.3333333333334,Maine,666.6666666666667,16.872063198881172
MA,2008,16.23,89052688,0.0,0.0,0.0,0.0,19,41.5,515.1666666666666,Massachusetts,556.6666666666666,18.30473875253354
NH,2008,14.63,27129200,0.0,0.0,0.0,0.0,27,22.83333333333333,627.8333333333334,New Hampshire,650.6666666666667,17.1161211965483
RI,2008,16.04,11950084,0.0,0.0,0.0,0.0,37,47.75,477.9166666666667,Rhode Island,525.6666666666667,16.29624886560579
VT,2008,12.33,28392,0.0,0.0,0.0,0.0,43,16.583333333333332,669.6666666666666,Vermont,686.25,10.253862694326333
NJ,2008,14.43,80388440,0.0,0.0,0.0,0.0,28,71.33333333333333,430.1666666666667,New Jersey,501.5,18.202380942717173
NY,2008,16.47,188626804,0.0592692316619856,0.0,0.0567877982003251,0.0024814334616604,30,49.91666666666666,501.6666666666667,New York,551.5833333333334,19.05528103895619
PA,2008,9.33,495988424,0.6590479769255768,0.5774398329773899,0.0752990940851478,0.0063090498630391,36,54.25,483.3333333333333,Pennsylvania,537.5833333333333,20.022063145707172
IL,2008,9.23,425721216,0.4053539169974566,0.3774898870899317,0.0006303763735333,0.0272336535339915,11,66.0,554.3333333333334,Illinois,620.3333333333334,19.869295267470537
IN,2008,7.09,498641072,0.8613513729649646,0.844995328046871,0.005010774954964,0.0113452699631294,12,68.66666666666667,503.1666666666667,Indiana,571.8333333333334,20.027397100310143
MI,2008,8.93,309870372,0.2948620012964031,0.0,0.2400600439353103,0.0548019573610927,20,43.833333333333336,589.4166666666666,Michigan,633.25,19.55166461315364
OH,2008,8.39,516243280,0.7202059510951867,0.6080471790300184,0.0840528859249608,0.0281058861402075,33,60.66666666666666,499.75,Ohio,560.4166666666666,20.062088685205644
WI,2008,9.0,198370720,0.0,0.0,0.0,0.0,47,38.25,680.75,Wisconsin,719.0,19.10564816127879
IA,2008,6.89,184549488,0.0,0.0,0.0,0.0,13,59.16666666666666,632.5833333333334,Iowa,691.75,19.03342821312053
KS,2008,7.45,149258852,0.791913954124964,0.0061428894172323,0.5107874110811079,0.2749836536266237,14,105.75,442.75,Kansas,548.5,18.82119261836097
MN,2008,7.79,147285628,0.0,0.0,0.0,0.0,21,32.833333333333336,772.6666666666666,Minnesota,805.5,18.80788430708676
MO,2008,6.84,310598700,0.0308676665446464,0.027908247704388,0.0,0.0029594188402584,23,90.41666666666669,455.1666666666667,Missouri,545.5833333333334,19.55401228322258
NE,2008,6.58,89838060,0.0580025110198288,0.0,0.0106308937320032,0.0473716172878256,25,74.41666666666667,574.6666666666666,Nebraska,649.0833333333333,18.313519274216517
ND,2008,6.69,131548104,0.9330042763713368,0.4420168316515373,0.0785617791895432,0.4124256655302563,32,32.75,815.1666666666666,North Dakota,847.9166666666666,18.6948831525759
SD,2008,7.14,16153324,0.0737964554105004,0.0,0.0105734950883582,0.0632229603221421,39,52.25,688.9166666666666,South Dakota,741.1666666666666,16.597636406888256
DE,2008,12.38,26387812,0.0,0.0,0.0,0.0,7,93.58333333333331,367.25,Delaware,460.8333333333333,17.088412794849013
