Year,State,CO2_annual
2016,MI,234575252
2016,MN,118575488
2016,MO,250923820
2016,MS,105089012
2016,MT,65879876
2016,NC,209969196
2016,ND,119631448
2016,NE,92054844
2016,NH,10105444
2016,NJ,84432064
2016,NM,92773104
2016,NV,58167252
2016,NY,125180764
2016,OH,326473632
2016,OK,148422488
2016,OR,32827428
2016,PA,340165212
2016,RI,10680116
2016,SC,112004180
2016,SD,10703632
2016,TN,159707900
2016,TX,945828440
2016,US-TOTAL,7713603648
2016,UT,112979880
2016,VA,146264608
2016,VT,46104
2016,WA,40915768
2016,WI,163655548
2016,WV,273891728
2016,WY,176686520
2017,AK,14126064
2017,AL,212768380
2017,AR,133287168
2017,AZ,174957020
2017,CA,177732004
2017,CO,142878564
2017,CT,31496792
2017,DC,147900
2017,DE,14520728
2017,FL,429753784
2017,GA,219244220
2017,HI,28497388
2017,IA,122645840
2017,ID,7084368
2017,IL,282679316
2017,IN,327717868
2017,KS,88948692
2017,KY,253006876
2017,LA,199842484
2017,MA,49535656
2017,MD,53516432
2017,ME,8390524
2017,MI,233655608
2017,MN,113377940
2017,MO,274579264
2017,MS,96604944
2017,MT,63645344
2017,NC,194818988
2017,ND,120170196
2017,NE,89161852
2017,NH,7905016
2017,NJ,72542744
2017,NM,91998836
2017,NV,52668788
2017,NY,102334228
2017,OH,319669776
2017,OK,129320280
2017,OR,31963616
2017,PA,317008912
2017,RI,11923696
2017,SC,101449004
2017,SD,10009988
2017,TN,143169296
2017,TX,959964776
2017,US-TOTAL,7398999204
2017,UT,110790548
2017,VA,124778648
2017,VT,61372
2017,WA,44030952
2017,WI,171574972
2017,WV,259951536
2017,WY,177090016
2018,AK,13558204
2018,AL,224559060
2018,AR,153397812
2018,AZ,187026696
2018,CA,174596768
2018,CO,138851564
2018,CT,38365936
2018,DC,171312
2018,DE,12772692
2018,FL,420835868
2018,GA,219213468
2018,HI,28788900
2018,IA,137011516
2018,ID,7065928
2018,IL,289043112
2018,IN,366214112
2018,KS,94990552
2018,KY,265068984
2018,LA,203081140
2018,MA,39903644
2018,MD,71357248
2018,ME,8806432
2018,MI,245741200
2018,MN,119220500
2018,MO,262493168
2018,MS,104627988
2018,MT,62454152
2018,NC,198569648
2018,ND,125127352
2018,NE,102098604
2018,NH,8762252
2018,NJ,75646992
2018,NM,73768052
2018,NV,56018972
2018,NY,111745556
2018,OH,312204576
2018,OK,139888420
2018,OR,35198040
2018,PA,308122892
2018,RI,13391436
2018,SC,115496664
2018,SD,11682072
2018,TN,117211632
2018,TX,920305228
2018,US-TOTAL,7489318096
2018,UT,114176132
2018,VA,134015796
2018,VT,39904
2018,WA,42643396
2018,WI,167116888
2018,WV,240813852
2018,WY,176055784
2019,AK,13881760
2019,AL,203366028
2019,AR,130056376
2019,AZ,174248032
2019,CA,163495584
2019,CO,135646612
2019,CT,38066040
2019,DC,440992
2019,DE,10598924
2019,FL,395779404
2019,GA,204296452
2019,HI,29348176
2019,IA,116192872
2019,ID,9171256
2019,IL,252142404
2019,IN,311374368
2019,KS,83537136
2019,KY,235219732
2019,LA,192462788
2019,MA,34077732
2019,MD,52436104
2019,ME,7292496
2019,MI,228926308
2019,MN,100402792
2019,MO,230062080
2019,MS,100073368
2019,MT,65390268
2019,NC,189488744
2019,ND,114673504
2019,NE,94640468
2019,NH,7808148
2019,NJ,75474364
2019,NM,81542476
2019,NV,55685488
2019,NY,99227304
2019,OH,272452836
2019,OK,115387488
2019,OR,44114400
2019,PA,309426608
2019,RI,11982648
2019,SC,100439888
2019,SD,13155808
2019,TN,109310968
2019,TX,870223720
2019,US-TOTAL,6899490744
2019,UT,113264944
2019,VA,119860480
2019,VT,26932
2019,WA,58511168
2019,WI,140716700
2019,WV,227293016
2019,WY,156796560
2020,AK,13835448
2020,AL,179209432
2020,AR,93876688
2020,AZ,142855848
2020,CA,173772572
2020,CO,116284348
2020,CT,40742364
2020,DC,430404
2020,DE,10666772
2020,FL,386865712
2020,GA,159459320
2020,HI,25673004
2020,IA,84541092
2020,ID,8884064
2020,IL,190046392
2020,IN,259403028
2020,KS,81382876
2020,KY,198999484
2020,LA,177667020
2020,MA,31829956
2020,MD,40874444
2020,ME,7297384
2020,MI,212730412
2020,MN,83825644
2020,MO,216530984
2020,MS,106973284
2020,MT,41661728
2020,NC,153844972
2020,ND,109659952
2020,NE,83798852
2020,NH,6910584
2020,NJ,59608204
2020,NM,74623988
2020,NV,53922296
2020,NY,107085144
2020,OH,268897880
2020,OK,105521176
2020,OR,37485272
2020,PA,289135096
2020,RI,13426908
2020,SC,92322064
2020,SD,9447228
2020,TN,91126900
2020,TX,809774736
2020,US-TOTAL,6214343272
2020,UT,105188636
2020,VA,127227316
2020,VT,32836
2020,WA,47996332
2020,WI,132692888
2020,WV,198070300
2020,WY,150224008
2021,AK,14227808
2021,AL,198439776
2021,AR,118343172
2021,AZ,137099316
2021,CA,180298988
2021,CO,124513864
2021,CT,43758484
2021,DC,449164
2021,DE,9857124
2021,FL,385297444
2021,GA,174265288
2021,HI,25714884
2021,IA,115691940
2021,ID,10292844
2021,IL,228667028
2021,IN,281737784
2021,KS,91163748
2021,KY,224626452
2021,LA,183667656
2021,MA,33551672
2021,MD,48161976
2021,ME,9141308
2021,MI,220179124
2021,MN,92705176
2021,MO,238613360
2021,MS,102510600
2021,MT,51106560
2021,NC,164977180
2021,ND,110358784
2021,NE,85018376
2021,NH,9042348
2021,NJ,59144728
2021,NM,68814772
2021,NV,55596076
2021,NY,113418832
2021,OH,275926596
2021,OK,111247756
2021,OR,34839148
2021,PA,319803856
2021,RI,14232028
2021,SC,100770948
2021,SD,10074496
2021,TN,108429712
2021,TX,824699632
2021,US-TOTAL,6607645224
2021,UT,118838972
2021,VA,110301904
2021,VT,43144
2021,WA,44193708
2021,WI,145632040
2021,WV,231354028
2021,WY,146803620
2022,AK,14366012
2022,AL,209008264
2022,AR,125210396
2022,AZ,131791856
2022,CA,177793196
2022,CO,118956588
2022,CT,43028072
2022,DC,254520
2022,DE,10729748
2022,FL,390460924
2022,GA,175087640
2022,HI,25706484
2022,IA,104650336
2022,ID,9149384
2022,IL,215183636
2022,IN,281958852
2022,KS,95523856
2022,KY,220047064
2022,LA,193064328
2022,MA,36393724
2022,MD,44961392
2022,ME,11166820
2022,MI,234039508
2022,MN,89306232
2022,MO,228587836
2022,MS,109231988
2022,MT,54622796
2022,NC,165019652
2022,ND,115253824
2022,NE,88694136
2022,NH,10172580
2022,NJ,63565576
2022,NM,72449632
2022,NV,54037476
2022,NY,123152916
2022,OH,286840640
2022,OK,106426728
2022,OR,31494376
2022,PA,310219304
2022,RI,11795748
2022,SC,99426780
2022,SD,11301040
2022,TN,106343840
2022,TX,854483668
2022,US-TOTAL,6601466052
2022,UT,105046088
2022,VA,104371108
2022,VT,51004
2022,WA,43146568
2022,WI,131911388
2022,WV,201503684
2022,WY,154476844
