State,Year,Fuels_ratio,coal_ratio,natural_gas_ratio,crude_oil_ratio
VA,1997,0.7138377225298052,0.671124630725077,0.04267239262081693,4.069918391119157e-05
VA,1998,0.7025956961992162,0.6591218954300673,0.043452702279946395,2.1098489202666268e-05
VA,1999,0.6908909990502787,0.6351725326940426,0.055684282336225105,3.418402001102806e-05
VA,2000,0.6975215928828262,0.6427767734385562,0.05470640254556281,3.841689870719748e-05
VA,2001,0.7216571612313628,0.6645368542675995,0.057071074603948745,4.923235981470171e-05
VA,2002,0.7065411968833254,0.6420623205435729,0.06436153166363999,0.00011734467611250846
VA,2003,0.72915155152286,0.6179944107557124,0.1110795123742644,7.76283928832678e-05
VA,2004,0.6904158947341948,0.6232126159232363,0.06711944904026344,8.38297706950936e-05
VA,2005,0.6590017150003462,0.5837983387716361,0.07508035245090251,0.0001230237778076511
VA,2006,0.6822141524011183,0.5990852066042252,0.08305176448942617,7.718130746694068e-05
VA,2007,0.6566829816556271,0.557986225354292,0.0986032363020832,9.351999925184e-05
VA,2008,0.6486803192264502,0.5343039851873441,0.11429661314794655,7.972089115955322e-05
VA,2009,0.6241973345691778,0.49059149263942864,0.13354172944347614,6.411248627305874e-05
VA,2010,0.6481569687102131,0.5110158087948986,0.13707777260617826,6.338730913628453e-05
VA,2011,0.6585671427693567,0.5161875831758095,0.14232086074523692,5.8698848310252765e-05
VA,2012,0.6151865452002545,0.4707138298268159,0.14442310609421374,4.960927922487409e-05
VA,2013,0.5859620328913129,0.4451710742013516,0.14073443100991573,5.652768004553402e-05
VA,2014,0.5411884492864554,0.3991799667438853,0.14192625588529686,8.222665727320163e-05
VA,2015,0.5370916089067974,0.3928802324857113,0.14414371843969956,6.765798138653757e-05
VA,2016,0.5063122974528481,0.36754470412098234,0.13872378455280546,4.3808779060279786e-05
VA,2017,0.5025491852328724,0.3711894541503112,0.13131652455319048,4.3206529370718504e-05
VA,2018,0.48366250024945284,0.3536121883779355,0.13001816016869666,3.215170282070215e-05
VA,2019,0.48954794804500473,0.3627946595140008,0.12671477649995866,3.851203104522785e-05
VA,2020,0.43783377319301625,0.30650128429293316,0.13129841954704796,3.406935303515349e-05
VA,2021,0.45467935283068606,0.3351974854632779,0.11944876891487906,3.30984525291355e-05
VT,1960,0.0,0.0,0.0,0.0
VT,1961,0.0,0.0,0.0,0.0
VT,1962,0.0,0.0,0.0,0.0
VT,1963,0.0,0.0,0.0,0.0
VT,1964,0.0,0.0,0.0,0.0
VT,1965,0.0,0.0,0.0,0.0
VT,1966,0.0,0.0,0.0,0.0
VT,1967,0.0,0.0,0.0,0.0
VT,1968,0.0,0.0,0.0,0.0
VT,1969,0.0,0.0,0.0,0.0
VT,1970,0.0,0.0,0.0,0.0
VT,1971,0.0,0.0,0.0,0.0
VT,1972,0.0,0.0,0.0,0.0
VT,1973,0.0,0.0,0.0,0.0
VT,1974,0.0,0.0,0.0,0.0
VT,1975,0.0,0.0,0.0,0.0
VT,1976,0.0,0.0,0.0,0.0
VT,1977,0.0,0.0,0.0,0.0
VT,1978,0.0,0.0,0.0,0.0
VT,1979,0.0,0.0,0.0,0.0
VT,1980,0.0,0.0,0.0,0.0
VT,1981,0.0,0.0,0.0,0.0
VT,1982,0.0,0.0,0.0,0.0
VT,1983,0.0,0.0,0.0,0.0
VT,1984,0.0,0.0,0.0,0.0
VT,1985,0.0,0.0,0.0,0.0
VT,1986,0.0,0.0,0.0,0.0
VT,1987,0.0,0.0,0.0,0.0
VT,1988,0.0,0.0,0.0,0.0
VT,1989,0.0,0.0,0.0,0.0
VT,1990,0.0,0.0,0.0,0.0
VT,1991,0.0,0.0,0.0,0.0
VT,1992,0.0,0.0,0.0,0.0
VT,1993,0.0,0.0,0.0,0.0
VT,1994,0.0,0.0,0.0,0.0
VT,1995,0.0,0.0,0.0,0.0
VT,1996,0.0,0.0,0.0,0.0
VT,1997,0.0,0.0,0.0,0.0
VT,1998,0.0,0.0,0.0,0.0
VT,1999,0.0,0.0,0.0,0.0
VT,2000,0.0,0.0,0.0,0.0
VT,2001,0.0,0.0,0.0,0.0
VT,2002,0.0,0.0,0.0,0.0
VT,2003,0.0,0.0,0.0,0.0
VT,2004,0.0,0.0,0.0,0.0
VT,2005,0.0,0.0,0.0,0.0
VT,2006,0.0,0.0,0.0,0.0
VT,2007,0.0,0.0,0.0,0.0
VT,2008,0.0,0.0,0.0,0.0
VT,2009,0.0,0.0,0.0,0.0
VT,2010,0.0,0.0,0.0,0.0
VT,2011,0.0,0.0,0.0,0.0
VT,2012,0.0,0.0,0.0,0.0
VT,2013,0.0,0.0,0.0,0.0
VT,2014,0.0,0.0,0.0,0.0
VT,2015,0.0,0.0,0.0,0.0
VT,2016,0.0,0.0,0.0,0.0
VT,2017,0.0,0.0,0.0,0.0
VT,2018,0.0,0.0,0.0,0.0
VT,2019,0.0,0.0,0.0,0.0
VT,2020,0.0,0.0,0.0,0.0
VT,2021,0.0,0.0,0.0,0.0
WA,1960,0.008614122065814672,0.008600228320547229,0.0,1.3893745267443018e-05
WA,1961,0.00677965362965352,0.00677965362965352,0.0,0.0
WA,1962,0.007966568714776861,0.007966568714776861,0.0,0.0
WA,1963,0.00598231785340132,0.00598231785340132,0.0,0.0
WA,1964,0.0019840594788083465,0.0019840594788083465,0.0,0.0
WA,1965,0.0015383928602088505,0.0015383928602088505,0.0,0.0
WA,1966,0.0015261162802146409,0.0015261162802146409,0.0,0.0
WA,1967,0.0013683747381790792,0.0013683747381790792,0.0,0.0
WA,1968,0.0037013156970768673,0.0037013156970768673,0.0,0.0
WA,1969,0.0011605814943131507,0.0011605814943131507,0.0,0.0
WA,1970,0.0007305407212847825,0.0007305407212847825,0.0,0.0
WA,1971,0.02139300659128366,0.02139300659128366,0.0,0.0
WA,1972,0.04618380515026449,0.04618380515026449,0.0,0.0
WA,1973,0.05988889114995625,0.05988889114995625,0.0,0.0
WA,1974,0.06134579261984692,0.06134579261984692,0.0,0.0
WA,1975,0.05873225426202817,0.05873225426202817,0.0,0.0
WA,1976,0.05817074055269457,0.05817074055269457,0.0,0.0
WA,1977,0.09083822694532165,0.09083822694532165,0.0,0.0
WA,1978,0.06786963903710005,0.06786963903710005,0.0,0.0
WA,1979,0.08038955168682455,0.08038955168682455,0.0,0.0
WA,1980,0.0787650046823122,0.0787650046823122,0.0,0.0
WA,1981,0.06406210407500403,0.06406210407500403,0.0,0.0
WA,1982,0.06044880710004875,0.06044880710004875,0.0,0.0
WA,1983,0.05697947495068962,0.05697947495068962,0.0,0.0
WA,1984,0.05690253741809476,0.05690253741809476,0.0,0.0
WA,1985,0.06688031107121428,0.06688031107121428,0.0,0.0
WA,1986,0.06732520160707575,0.06732520160707575,0.0,0.0
WA,1987,0.07349967316029014,0.07349967316029014,0.0,0.0
WA,1988,0.08563769364304695,0.08563769364304695,0.0,0.0
WA,1989,0.08152499341333141,0.08152499341333141,0.0,0.0
WA,1990,0.07071949689485431,0.07071949689485431,0.0,0.0
WA,1991,0.07258324765947241,0.07258324765947241,0.0,0.0
WA,1992,0.08793838900135845,0.08793838900135845,0.0,0.0
WA,1993,0.07958870019532599,0.07958870019532599,0.0,0.0
WA,1994,0.08377384858427513,0.08377384858427513,0.0,0.0
